gene	gene_id	polyA_length	G_readsnum	average_G_content
AT1G78370|AT1G78370.1	AT1G78370	35	37	0.003086627
AT3G06125|AT3G06125.2	AT3G06125	28	30	0.002339976
AT1G51200|AT1G51200.1	AT1G51200	37	42	0.003092784
AT4G22240|AT4G22240.1	AT4G22240	36	34	0.002282361
AT2G16600|AT2G16600.1	AT2G16600	42	38	0.002288199
AT5G09660|AT5G09660.4	AT5G09660	30	37	0.002983988
AT1G78040|AT1G78040.3	AT1G78040	29	36	0.003547934
AT3G62030|AT3G62030.2	AT3G62030	33	36	0.002489403
AT4G13940|AT4G13940.4	AT4G13940	32	37	0.002864919
AT3G15850|AT3G15850.1	AT3G15850	30	39	0.002929974
AT2G42590|AT2G42590.1	AT2G42590	29	26	0.002428474
AT4G29780|AT4G29780.1	AT4G29780	34	40	0.002957983
AT5G64840|AT5G64840.1	AT5G64840	37	41	0.002691131
AT5G42270|AT5G42270.1	AT5G42270	38	55	0.004291304
AT5G03850|AT5G03850.1	AT5G03850	31	26	0.002382548
AT1G73230|AT1G73230.1	AT1G73230	28	30	0.002997408
AT3G20770|AT3G20770.1	AT3G20770	29	26	0.002350545
AT4G00860|AT4G00860.1	AT4G00860	30	25	0.002237494
AT4G13940|AT4G13940.3	AT4G13940	31	28	0.002450071
AT4G13940|AT4G13940.2	AT4G13940	31	30	0.002218443
AT3G02470|AT3G02470.1	AT3G02470	35	30	0.002388589
AT1G78040|AT1G78040.1	AT1G78040	28	29	0.002592913
AT2G32690|AT2G32690.2	AT2G32690	34	32	0.002625044
AT2G38470|AT2G38470.1	AT2G38470	33	31	0.002441747
AT1G49240|AT1G49240.1	AT1G49240	29	27	0.002618204
AT3G62870|AT3G62870.1	AT3G62870	30	30	0.002983668
AT1G54270|AT1G54270.1	AT1G54270	22	19	0.002055774
AT3G22230|AT3G22230.1	AT3G22230	31	34	0.002744196
AT1G50640|AT1G50640.1	AT1G50640	34	28	0.00246627
AT4G11010|AT4G11010.1	AT4G11010	32	29	0.002201996
AT3G28220|AT3G28220.1	AT3G28220	31	21	0.001714597
AT4G14040|AT4G14040.1	AT4G14040	29	29	0.002777337
AT5G09660|AT5G09660.3	AT5G09660	33	39	0.003661662
AT5G55160|AT5G55160.2	AT5G55160	27	31	0.003269098
AT2G36620|AT2G36620.1	AT2G36620	37	32	0.00246996
AT1G37130|AT1G37130.1	AT1G37130	35	42	0.003275653
AT5G64260|AT5G64260.1	AT5G64260	32	37	0.003276779
AT2G42590|AT2G42590.2	AT2G42590	28	23	0.002536825
AT2G37600|AT2G37600.2	AT2G37600	31	29	0.002551809
AT1G76200|AT1G76200.1	AT1G76200	35	30	0.002591233
AT4G29040|AT4G29040.1	AT4G29040	32	28	0.002232807
AT5G09660|AT5G09660.1	AT5G09660	32	35	0.002922005
AT2G01250|AT2G01250.2	AT2G01250	26.5	26	0.002545423
AT3G47070|AT3G47070.1	AT3G47070	30	39	0.003678274
AT3G62420|AT3G62420.1	AT3G62420	30	41	0.003671301
AT1G32470|AT1G32470.1	AT1G32470	35.5	33	0.002549033
AT2G04700|AT2G04700.2	AT2G04700	35	25	0.0020053
AT3G62030|AT3G62030.3	AT3G62030	30	26	0.002168525
AT5G09660|AT5G09660.5	AT5G09660	33	35	0.003423128
AT5G10360|AT5G10360.1	AT5G10360	28	18	0.001608261
AT1G79840|AT1G79840.2	AT1G79840	30	20	0.001755706
AT3G58680|AT3G58680.1	AT3G58680	31	24	0.002015504
AT1G51200|AT1G51200.3	AT1G51200	36	37	0.002942825
AT1G12900|AT1G12900.3	AT1G12900	39	32	0.002445932
AT4G22490|AT4G22490.1	AT4G22490	37	33	0.002691883
AT5G64140|AT5G64140.1	AT5G64140	27	14	0.001385761
AT2G15960|AT2G15960.1	AT2G15960	31	23	0.002358861
AT5G47570|AT5G47570.1	AT5G47570	31	27	0.002622445
AT2G41530|AT2G41530.1	AT2G41530	32	36	0.003399852
AT1G58290|AT1G58290.1	AT1G58290	33	25	0.002004306
AT2G35370|AT2G35370.1	AT2G35370	30.5	31	0.002657911
AT2G04700|AT2G04700.1	AT2G04700	35.5	28	0.002499265
AT1G52400|AT1G52400.2	AT1G52400	37	34	0.002530934
AT2G26500|AT2G26500.3	AT2G26500	38	21	0.001705902
AT4G26840|AT4G26840.1	AT4G26840	33	26	0.002179959
AT2G43460|AT2G43460.1	AT2G43460	25	24	0.002339602
AT1G09927|AT1G09927.1	AT1G09927	28	24	0.00233221
AT3G49910|AT3G49910.1	AT3G49910	26	32	0.003218687
AT5G10360|AT5G10360.2	AT5G10360	27	28	0.002694949
AT5G09510|AT5G09510.1	AT5G09510	27	32	0.003068592
AT2G38230|AT2G38230.1	AT2G38230	28	28	0.00276012
AT5G22880|AT5G22880.1	AT5G22880	35	33	0.003190487
AT4G23890|AT4G23890.1	AT4G23890	35	34	0.002848564
AT4G30190|AT4G30190.1	AT4G30190	32	21	0.00200032
AT3G58610|AT3G58610.1	AT3G58610	30	44	0.003850565
AT1G12900|AT1G12900.5	AT1G12900	39	25	0.001911668
AT3G53870|AT3G53870.1	AT3G53870	33	41	0.00367169
AT3G27830|AT3G27830.1	AT3G27830	26	27	0.002956323
AT1G51200|AT1G51200.2	AT1G51200	36	30	0.002269234
AT1G04410|AT1G04410.1	AT1G04410	32	30	0.003034311
AT1G50900|AT1G50900.1	AT1G50900	38	24	0.0018982
AT2G26080|AT2G26080.1	AT2G26080	28.5	38	0.003663004
AT4G13940|AT4G13940.1	AT4G13940	31	30	0.00284114
AT2G42840|AT2G42840.1	AT2G42840	29	26	0.002764579
AT3G02230|AT3G02230.1	AT3G02230	29	29	0.002962447
AT2G17360|AT2G17360.1	AT2G17360	32	24	0.002271621
AT1G74060|AT1G74060.1	AT1G74060	30	32	0.00342556
AT4G13500|AT4G13500.1	AT4G13500	36	35	0.003144654
AT5G52920|AT5G52920.1	AT5G52920	30	36	0.00347546
AT2G37600|AT2G37600.1	AT2G37600	30	20	0.001932124
AT5G57040|AT5G57040.1	AT5G57040	28	27	0.002647838
AT2G33790|AT2G33790.1	AT2G33790	30	30	0.003087479
AT3G27160|AT3G27160.1	AT3G27160	33	29	0.002628644
AT5G55160|AT5G55160.1	AT5G55160	28	29	0.002905887
AT2G42590|AT2G42590.3	AT2G42590	28	25	0.002636436
AT3G09820|AT3G09820.2	AT3G09820	34	37	0.003600153
AT5G63860|AT5G63860.1	AT5G63860	28	22	0.002173913
AT1G20440|AT1G20440.1	AT1G20440	35	21	0.001653023
AT1G71695|AT1G71695.1	AT1G71695	33	31	0.002962133
AT5G18600|AT5G18600.1	AT5G18600	29	27	0.002357895
AT2G17360|AT2G17360.2	AT2G17360	31	22	0.002103492
AT1G72370|AT1G72370.1	AT1G72370	34	29	0.002784629
AT3G45640|AT3G45640.1	AT3G45640	39	30	0.002709462
AT1G16180|AT1G16180.1	AT1G16180	33	26	0.002185704
AT5G09510|AT5G09510.2	AT5G09510	26	23	0.002702432
AT5G50920|AT5G50920.1	AT5G50920	39	37	0.002984862
AT3G62030|AT3G62030.1	AT3G62030	31	29	0.003204858
AT3G08610|AT3G08610.1	AT3G08610	32	38	0.003525264
AT1G67740|AT1G67740.1	AT1G67740	33	29	0.002652307
AT4G23850|AT4G23850.1	AT4G23850	32	26	0.002449945
AT1G12900|AT1G12900.2	AT1G12900	39	25	0.002059805
AT4G34870|AT4G34870.1	AT4G34870	38	23	0.002001186
AT1G28400|AT1G28400.1	AT1G28400	25	31	0.003655936
AT3G53740|AT3G53740.2	AT3G53740	29	26	0.002470265
AT2G43610|AT2G43610.1	AT2G43610	33	30	0.003282455
AT4G30530|AT4G30530.1	AT4G30530	31	31	0.002638522
AT3G16520|AT3G16520.3	AT3G16520	36	34	0.003061705
AT5G20630|AT5G20630.1	AT5G20630	36	26	0.002337955
AT1G09340|AT1G09340.1	AT1G09340	36	37	0.00369174
AT5G59880|AT5G59880.1	AT5G59880	29	25	0.002527617
AT4G13170|AT4G13170.1	AT4G13170	29.5	27	0.002684564
AT3G16420|AT3G16420.1	AT3G16420	30	33	0.003264802
AT3G44310|AT3G44310.4	AT3G44310	36	37	0.003936692
AT2G02510|AT2G02510.1	AT2G02510	27	21	0.002725326
AT1G27400|AT1G27400.1	AT1G27400	29	37	0.003693532
AT4G26530|AT4G26530.1	AT4G26530	32	34	0.003757472
AT1G52400|AT1G52400.1	AT1G52400	37	48	0.004222325
AT3G42050|AT3G42050.1	AT3G42050	31	25	0.002679974
AT4G33660|AT4G33660.1	AT4G33660	30	26	0.00266099
AT5G12250|AT5G12250.1	AT5G12250	29	27	0.002955301
AT1G16820|AT1G16820.1	AT1G16820	32	76	0.008248337
AT3G51000|AT3G51000.1	AT3G51000	39	29	0.002309985
AT1G78300|AT1G78300.1	AT1G78300	29	40	0.003950339
AT4G35000|AT4G35000.1	AT4G35000	30	24	0.002437424
AT2G47110|AT2G47110.1	AT2G47110	30	30	0.003269195
AT1G23740|AT1G23740.1	AT1G23740	33	22	0.002655337
AT3G44310|AT3G44310.2	AT3G44310	36.5	20	0.001713726
AT3G63520|AT3G63520.1	AT3G63520	35	21	0.00177951
AT1G55330|AT1G55330.1	AT1G55330	32	30	0.003051791
AT1G09340|AT1G09340.2	AT1G09340	37	30	0.002614483
AT3G47350|AT3G47350.1	AT3G47350	33	35	0.003468991
AT4G34710|AT4G34710.2	AT4G34710	34	31	0.00336587
AT1G13440|AT1G13440.1	AT1G13440	29	19	0.001923632
AT1G66200|AT1G66200.1	AT1G66200	34	31	0.003143852
AT5G43940|AT5G43940.1	AT5G43940	34.5	20	0.001668474
AT3G01740|AT3G01740.1	AT3G01740	30	20	0.002274019
AT3G52580|AT3G52580.1	AT3G52580	30	29	0.003516108
AT3G53740|AT3G53740.3	AT3G53740	30	28	0.002756086
AT4G29030|AT4G29030.1	AT4G29030	31	27	0.002605378
AT1G12900|AT1G12900.1	AT1G12900	39	33	0.003037937
AT3G05530|AT3G05530.1	AT3G05530	30	19	0.001822542
AT1G16180|AT1G16180.2	AT1G16180	36	25	0.002573682
AT3G12965|AT3G12965.1	AT3G12965	32	28	0.002594614
AT5G35590|AT5G35590.1	AT5G35590	31	21	0.002298428
AT3G58610|AT3G58610.2	AT3G58610	31	30	0.003512989
AT2G30950|AT2G30950.1	AT2G30950	31	30	0.002966353
AT1G09070|AT1G09070.1	AT1G09070	40	29	0.003224113
AT2G20410|AT2G20410.1	AT2G20410	29	79	0.009309542
AT1G66200|AT1G66200.2	AT1G66200	35	15	0.001432423
AT1G78830|AT1G78830.1	AT1G78830	37	26	0.002525851
AT1G07750|AT1G07750.1	AT1G07750	29	26	0.003227384
AT3G15200|AT3G15200.1	AT3G15200	32.5	26	0.00269566
AT3G20820|AT3G20820.1	AT3G20820	31.5	22	0.002442461
AT5G10960|AT5G10960.1	AT5G10960	32	20	0.002092621
AT1G44575|AT1G44575.2	AT1G44575	31	30	0.003277061
AT3G14440|AT3G14440.1	AT3G14440	31	23	0.002414786
AT3G03150|AT3G03150.1	AT3G03150	32	39	0.003789882
AT5G19550|AT5G19550.1	AT5G19550	32	20	0.002211778
AT5G07020|AT5G07020.1	AT5G07020	35	24	0.002413947
AT1G26945|AT1G26945.1	AT1G26945	34	30	0.002972437
AT4G15000|AT4G15000.2	AT4G15000	31	38	0.003663348
AT2G09785|AT2G09785.1	AT2G09785	31	21	0.002283757
AT1G48350|AT1G48350.1	AT1G48350	39	25	0.002140094
AT5G48490|AT5G48490.1	AT5G48490	26	26	0.003499457
AT5G17190|AT5G17190.1	AT5G17190	31	21	0.002338042
AT5G25460|AT5G25460.1	AT5G25460	32	27	0.003136821
AT4G01610|AT4G01610.1	AT4G01610	36	29	0.0030837
AT5G27700|AT5G27700.1	AT5G27700	32	17	0.001737699
AT4G00585|AT4G00585.1	AT4G00585	34	23	0.002360495
AT4G17170|AT4G17170.1	AT4G17170	34	34	0.0034679
AT5G58740|AT5G58740.1	AT5G58740	29	24	0.002849283
AT3G16420|AT3G16420.2	AT3G16420	29	30	0.003463975
AT4G27652|AT4G27652.1	AT4G27652	30	29	0.003352636
AT1G13440|AT1G13440.2	AT1G13440	28	24	0.00278313
AT5G08050|AT5G08050.1	AT5G08050	32	27	0.002961972
AT4G27440|AT4G27440.1	AT4G27440	36	30	0.002917954
AT4G29905|AT4G29905.1	AT4G29905	24	15	0.001929803
AT1G27730|AT1G27730.1	AT1G27730	35	25	0.002361791
AT3G09820|AT3G09820.1	AT3G09820	32	25	0.002739208
AT3G53430|AT3G53430.1	AT3G53430	33	29	0.003078403
AT3G22440|AT3G22440.1	AT3G22440	23	9	0.001445783
AT1G22690|AT1G22690.1	AT1G22690	28	29	0.003584229
AT2G26500|AT2G26500.1	AT2G26500	39	33	0.00321734
AT4G13770|AT4G13770.1	AT4G13770	33	18	0.001712492
AT2G37190|AT2G37190.1	AT2G37190	31	31	0.00334704
AT1G07080|AT1G07080.1	AT1G07080	29	27	0.003208342
AT2G20410|AT2G20410.2	AT2G20410	31	70	0.008583268
AT3G55800|AT3G55800.1	AT3G55800	30	17	0.00188212
AT5G03880|AT5G03880.1	AT5G03880	28	16	0.00211158
AT4G21105|AT4G21105.3	AT4G21105	27	20	0.002336449
AT1G49500|AT1G49500.1	AT1G49500	33	25	0.00272454
AT1G04420|AT1G04420.1	AT1G04420	36	18	0.001865498
AT4G12480|AT4G12480.1	AT4G12480	39	28	0.003182846
AT1G78380|AT1G78380.1	AT1G78380	32	20	0.002120141
AT4G22220|AT4G22220.1	AT4G22220	34	25	0.003140763
AT3G50685|AT3G50685.1	AT3G50685	30	33	0.003416742
AT4G26530|AT4G26530.3	AT4G26530	33	29	0.003414264
AT4G15560|AT4G15560.1	AT4G15560	39	24	0.002722709
AT3G22110|AT3G22110.1	AT3G22110	30.5	16	0.001744484
AT5G19500|AT5G19500.1	AT5G19500	30	28	0.003552769
AT1G33810|AT1G33810.1	AT1G33810	29	18	0.002008256
AT2G30870|AT2G30870.1	AT2G30870	33	29	0.00338696
AT2G42680|AT2G42680.1	AT2G42680	34	21	0.002114571
AT2G33220|AT2G33220.1	AT2G33220	32	27	0.00325118
AT5G20500|AT5G20500.1	AT5G20500	33	16	0.00190095
AT2G46650|AT2G46650.1	AT2G46650	38	21	0.002155172
AT5G43940|AT5G43940.2	AT5G43940	35	25	0.002945648
AT4G16720|AT4G16720.1	AT4G16720	26	14	0.001734505
AT4G13395|AT4G13395.1	AT4G13395	35	26	0.00300679
AT4G01610|AT4G01610.2	AT4G01610	34	19	0.001901902
AT2G22470|AT2G22470.1	AT2G22470	28	12	0.001335411
AT5G62690|AT5G62690.1	AT5G62690	29	10	0.001301377
AT5G05060|AT5G05060.1	AT5G05060	32	25	0.003040151
AT1G22780|AT1G22780.1	AT1G22780	27.5	20	0.002840573
AT2G19730|AT2G19730.1	AT2G19730	30	20	0.002498642
AT2G23080|AT2G23080.1	AT2G23080	34	24	0.002636204
AT5G38980|AT5G38980.1	AT5G38980	35	27	0.002605926
AT5G59850|AT5G59850.1	AT5G59850	30	14	0.002004678
AT3G12345|AT3G12345.1	AT3G12345	32	22	0.002889875
AT5G02502|AT5G02502.1	AT5G02502	26	19	0.0026538
AT3G56800|AT3G56800.1	AT3G56800	30	20	0.002117074
AT3G16130|AT3G16130.1	AT3G16130	33.5	26	0.002791275
AT4G24570|AT4G24570.1	AT4G24570	36	21	0.002073664
AT1G05850|AT1G05850.1	AT1G05850	29	26	0.003094556
AT4G18480|AT4G18480.1	AT4G18480	34	26	0.003186299
AT5G27770|AT5G27770.1	AT5G27770	31	21	0.002339679
AT1G11860|AT1G11860.2	AT1G11860	36	32	0.003836695
AT1G20693|AT1G20693.2	AT1G20693	32	23	0.002561639
AT3G49010|AT3G49010.3	AT3G49010	33	17	0.001945127
AT4G21105|AT4G21105.1	AT4G21105	28	25	0.003018342
AT2G19730|AT2G19730.3	AT2G19730	28	13	0.001536098
AT1G10682|AT1G10682.1	AT1G10682	30	24	0.003414135
AT4G39675|AT4G39675.1	AT4G39675	31	23	0.002821034
AT5G51110|AT5G51110.1	AT5G51110	31	17	0.002093203
AT1G49500|AT1G49500.2	AT1G49500	33	19	0.002329028
AT3G53740|AT3G53740.1	AT3G53740	32	27	0.003198976
AT4G09670|AT4G09670.1	AT4G09670	27	15	0.001818843
AT5G20010|AT5G20010.1	AT5G20010	33	22	0.002675998
AT4G05320|AT4G05320.8	AT4G05320	36	16	0.001667484
AT1G22630|AT1G22630.1	AT1G22630	29	22	0.003103869
AT2G20890|AT2G20890.1	AT2G20890	34	30	0.00356487
AT2G19730|AT2G19730.2	AT2G19730	28	10	0.001342446
AT1G21910|AT1G21910.1	AT1G21910	35	24	0.002829426
AT3G63140|AT3G63140.1	AT3G63140	39	22	0.002287457
AT1G20693|AT1G20693.3	AT1G20693	33	27	0.002965159
AT2G37120|AT2G37120.1	AT2G37120	31	18	0.002414664
AT4G16450|AT4G16450.1	AT4G16450	33.5	18	0.002020632
AT3G63490|AT3G63490.2	AT3G63490	28	22	0.003157156
AT3G41768|AT3G41768.1	AT3G41768	22	11	0.002461034
AT1G52240|AT1G52240.1	AT1G52240	36	24	0.003137091
AT1G50320|AT1G50320.1	AT1G50320	34	26	0.002970192
AT1G11860|AT1G11860.1	AT1G11860	35	27	0.003003936
AT1G29670|AT1G29670.1	AT1G29670	33	18	0.002294831
AT3G56340|AT3G56340.1	AT3G56340	30	23	0.002735043
AT1G54580|AT1G54580.1	AT1G54580	30	17	0.002527076
AT1G23730|AT1G23730.1	AT1G23730	32	14	0.002005663
AT3G07480|AT3G07480.1	AT3G07480	33	24	0.003015941
AT1G68840|AT1G68840.1	AT1G68840	33	21	0.002330744
AT4G15470|AT4G15470.1	AT4G15470	30	23	0.002967711
AT1G77120|AT1G77120.1	AT1G77120	26	15	0.002154012
AT2G05310|AT2G05310.2	AT2G05310	33	35	0.004608801
AT3G22960|AT3G22960.1	AT3G22960	34	12	0.001424189
AT1G55210|AT1G55210.1	AT1G55210	28	16	0.002099284
AT5G09065|AT5G09065.1	AT5G09065	31	48	0.006665913
AT3G13882|AT3G13882.1	AT3G13882	35	16	0.001728982
AT1G20693|AT1G20693.1	AT1G20693	32	19	0.00274213
AT3G28900|AT3G28900.1	AT3G28900	33	19	0.002484606
AT4G31700|AT4G31700.1	AT4G31700	27	22	0.003784057
AT5G57560|AT5G57560.1	AT5G57560	37	22	0.002275651
AT3G27700|AT3G27700.1	AT3G27700	34	21	0.002620187
AT1G49970|AT1G49970.1	AT1G49970	30	17	0.002090764
AT3G49010|AT3G49010.2	AT3G49010	33	27	0.003213652
AT4G02230|AT4G02230.1	AT4G02230	36	24	0.00311259
AT3G56940|AT3G56940.2	AT3G56940	35	18	0.002122016
AT3G61460|AT3G61460.1	AT3G61460	28	15	0.002176975
AT3G55330|AT3G55330.1	AT3G55330	30	25	0.003532278
AT1G69390|AT1G69390.1	AT1G69390	36	18	0.002130833
AT5G47110|AT5G47110.1	AT5G47110	37	28	0.003537855
AT5G11070|AT5G11070.1	AT5G11070	36	21	0.00274117
AT2G42600|AT2G42600.2	AT2G42600	30	19	0.00308862
AT5G16250|AT5G16250.1	AT5G16250	33	23	0.002677806
AT3G04840|AT3G04840.1	AT3G04840	30	24	0.00294298
AT5G54075|AT5G54075.1	AT5G54075	30	57	0.008040322
AT4G13430|AT4G13430.1	AT4G13430	25	12	0.002099958
AT3G54210|AT3G54210.1	AT3G54210	37	27	0.003690794
AT3G07560|AT3G07560.1	AT3G07560	31	22	0.003220242
AT4G22745|AT4G22745.1	AT4G22745	32	19	0.002973005
AT5G59613|AT5G59613.2	AT5G59613	29	11	0.001607518
AT3G23170|AT3G23170.1	AT3G23170	28	20	0.003341473
AT3G59400|AT3G59400.1	AT3G59400	40	28	0.003618228
AT1G07310|AT1G07310.1	AT1G07310	31	15	0.002055126
AT3G63490|AT3G63490.1	AT3G63490	29	19	0.003434319
AT1G73330|AT1G73330.1	AT1G73330	38	23	0.002629184
AT1G26670|AT1G26670.1	AT1G26670	31	19	0.002535007
AT2G04900|AT2G04900.1	AT2G04900	34	16	0.001913983
AT1G02140|AT1G02140.1	AT1G02140	28	13	0.001806685
AT2G14890|AT2G14890.2	AT2G14890	31	19	0.002536538
AT4G29410|AT4G29410.1	AT4G29410	33	14	0.001861764
AT3G05020|AT3G05020.1	AT3G05020	30	19	0.002323591
AT1G56330|AT1G56330.1	AT1G56330	34	22	0.002720472
AT1G19910|AT1G19910.2	AT1G19910	37	28	0.003749862
AT2G38530|AT2G38530.1	AT2G38530	41	28	0.002880985
AT1G05850|AT1G05850.2	AT1G05850	29	25	0.00394001
AT2G42600|AT2G42600.3	AT2G42600	28	17	0.002414231
AT2G46390|AT2G46390.1	AT2G46390	35	22	0.002949853
AT4G38080|AT4G38080.1	AT4G38080	33	22	0.003054152
AT1G77940|AT1G77940.1	AT1G77940	29	21	0.002868904
AT1G74970|AT1G74970.1	AT1G74970	35	18	0.00199049
AT3G28300|AT3G28300.1	AT3G28300	10	4	0.001516875
AT5G42050|AT5G42050.1	AT5G42050	37	22	0.002578186
AT1G07890|AT1G07890.7	AT1G07890	34	16	0.001941082
AT5G47930|AT5G47930.1	AT5G47930	31	18	0.002499716
AT5G48810|AT5G48810.1	AT5G48810	28	20	0.002939997
AT2G41410|AT2G41410.1	AT2G41410	35	23	0.002884722
AT2G42600|AT2G42600.1	AT2G42600	31	26	0.003765792
AT5G61455|AT5G61455.1	AT5G61455	31	61	0.009294832
AT3G57765|AT3G57765.1	AT3G57765	32	76	0.012851023
AT2G01010|AT2G01010.1	AT2G01010	21	12	0.002762431
AT2G30766|AT2G30766.1	AT2G30766	28	15	0.002193265
AT1G09560|AT1G09560.1	AT1G09560	32	19	0.002695734
AT3G49010|AT3G49010.7	AT3G49010	31	18	0.002421308
AT1G07890|AT1G07890.8	AT1G07890	35	20	0.002503129
AT3G62790|AT3G62790.1	AT3G62790	31	23	0.003230392
AT3G49010|AT3G49010.1	AT3G49010	32	22	0.003099297
AT1G19910|AT1G19910.1	AT1G19910	38	19	0.002350834
AT1G79850|AT1G79850.1	AT1G79850	29	13	0.001879699
AT2G33040|AT2G33040.1	AT2G33040	29	12	0.001796254
AT3G05880|AT3G05880.1	AT3G05880	31	18	0.003013561
AT5G03455|AT5G03455.2	AT5G03455	35	12	0.001432665
AT1G50480|AT1G50480.1	AT1G50480	27	18	0.002622263
AT1G52230|AT1G52230.1	AT1G52230	32	20	0.002502503
AT3G28290|AT3G28290.1	AT3G28290	10	3	0.001192369
AT4G29410|AT4G29410.2	AT4G29410	32	20	0.002579853
AT5G06290|AT5G06290.1	AT5G06290	32	23	0.003066732
AT1G07890|AT1G07890.4	AT1G07890	34	15	0.00202864
AT3G10850|AT3G10850.1	AT3G10850	32	14	0.002235557
AT3G04790|AT3G04790.1	AT3G04790	30	19	0.003000652
AT1G07180|AT1G07180.1	AT1G07180	29	24	0.003105188
AT4G27440|AT4G27440.2	AT4G27440	38	25	0.002896063
AT1G76080|AT1G76080.1	AT1G76080	33	19	0.002421894
AT3G49720|AT3G49720.2	AT3G49720	34	22	0.002731591
AT3G49010|AT3G49010.6	AT3G49010	32	11	0.001738698
AT1G65290|AT1G65290.1	AT1G65290	27	17	0.003021563
AT1G07820|AT1G07820.1	AT1G07820	29	19	0.003322259
AT1G07890|AT1G07890.5	AT1G07890	35	12	0.001922846
AT3G14210|AT3G14210.1	AT3G14210	34	21	0.002758455
AT1G22840|AT1G22840.1	AT1G22840	37	30	0.003828398
AT5G20720|AT5G20720.2	AT5G20720	32	21	0.003070624
AT1G07890|AT1G07890.2	AT1G07890	34	16	0.002032034
AT5G59910|AT5G59910.1	AT5G59910	32	17	0.002077224
AT5G24490|AT5G24490.1	AT5G24490	38	19	0.00248083
AT3G49720|AT3G49720.1	AT3G49720	34	16	0.002575739
AT1G01470|AT1G01470.1	AT1G01470	36	24	0.003268711
AT4G25100|AT4G25100.3	AT4G25100	41	30	0.003275333
AT4G29480|AT4G29480.1	AT4G29480	37	22	0.003073421
AT5G19330|AT5G19330.1	AT5G19330	32	17	0.002615747
AT5G25350|AT5G25350.1	AT5G25350	30	16	0.002715178
AT1G30580|AT1G30580.1	AT1G30580	30	10	0.001324328
AT4G15550|AT4G15550.1	AT4G15550	37	9	0.002001648
AT2G23930|AT2G23930.1	AT2G23930	31	11	0.00157501
AT3G49010|AT3G49010.5	AT3G49010	33	24	0.00339196
AT1G51650|AT1G51650.1	AT1G51650	35	16	0.002799757
AT5G54960|AT5G54960.1	AT5G54960	34	19	0.00264805
AT4G21280|AT4G21280.1	AT4G21280	42	19	0.002418507
AT5G07460|AT5G07460.1	AT5G07460	34	23	0.003113325
AT5G38650|AT5G38650.1	AT5G38650	29	14	0.002105559
AT5G61410|AT5G61410.2	AT5G61410	31	18	0.002431844
AT5G59613|AT5G59613.1	AT5G59613	28	12	0.001914862
AT4G14440|AT4G14440.1	AT4G14440	29	10	0.001768226
AT1G11840|AT1G11840.2	AT1G11840	38	23	0.003223881
AT4G27990|AT4G27990.1	AT4G27990	37	24	0.00334608
AT5G06290|AT5G06290.2	AT5G06290	33	17	0.002423469
AT5G11670|AT5G11670.1	AT5G11670	34	12	0.002060528
AT2G42310|AT2G42310.1	AT2G42310	32.5	18	0.002348643
AT3G56910|AT3G56910.1	AT3G56910	34	18	0.002755856
AT1G72150|AT1G72150.1	AT1G72150	32	17	0.002381582
AT5G08290|AT5G08290.2	AT5G08290	35	25	0.003381764
AT1G07890|AT1G07890.6	AT1G07890	35	25	0.003203549
AT2G14890|AT2G14890.1	AT2G14890	31	21	0.003283174
AT1G04040|AT1G04040.1	AT1G04040	28.5	8	0.001419849
AT2G36145|AT2G36145.1	AT2G36145	37	12	0.001578628
AT4G22890|AT4G22890.1	AT4G22890	32	18	0.002718799
AT4G24690|AT4G24690.1	AT4G24690	34	23	0.003296146
AT1G66580|AT1G66580.1	AT1G66580	28	17	0.002648227
AT2G37040|AT2G37040.1	AT2G37040	35.5	20	0.002635677
AT3G51730|AT3G51730.1	AT3G51730	32	26	0.00357758
AT1G64510|AT1G64510.1	AT1G64510	33	16	0.002106649
AT2G05310|AT2G05310.1	AT2G05310	30	19	0.0031284
AT3G58500|AT3G58500.1	AT3G58500	30	18	0.003547609
AT4G33865|AT4G33865.1	AT4G33865	34	19	0.0028274
AT2G20360|AT2G20360.1	AT2G20360	30	26	0.003908977
AT4G31700|AT4G31700.2	AT4G31700	28	13	0.002173598
AT3G30390|AT3G30390.3	AT3G30390	30	12	0.00187316
AT1G11840|AT1G11840.5	AT1G11840	36	23	0.003088326
AT1G09750|AT1G09750.1	AT1G09750	31	17	0.002814259
AT4G30960|AT4G30960.1	AT4G30960	37	19	0.002752513
AT1G11840|AT1G11840.4	AT1G11840	37	19	0.002484472
AT1G32400|AT1G32400.3	AT1G32400	28	15	0.002409276
AT3G05560|AT3G05560.2	AT3G05560	30	17	0.002667415
AT3G45140|AT3G45140.1	AT3G45140	29	14	0.00277431
AT3G13200|AT3G13200.1	AT3G13200	29	18	0.002841334
AT2G04405|AT2G04405.1	AT2G04405	31	60	0.010619469
AT5G20720|AT5G20720.1	AT5G20720	29	13	0.001839015
AT1G78680|AT1G78680.1	AT1G78680	30	18	0.002716614
AT4G25570|AT4G25570.2	AT4G25570	33	14	0.002311353
AT5G61410|AT5G61410.1	AT5G61410	34	14	0.002689549
AT1G07820|AT1G07820.2	AT1G07820	31.5	18	0.003007519
AT3G44110|AT3G44110.2	AT3G44110	28	16	0.002650567
AT5G57785|AT5G57785.1	AT5G57785	34	19	0.002966594
AT1G29250|AT1G29250.1	AT1G29250	32.5	27	0.00427636
AT1G71480|AT1G71480.1	AT1G71480	36	18	0.002549395
AT1G70650|AT1G70650.2	AT1G70650	31	9	0.001371742
